,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
508,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,No OS,2.4,inf
509,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.29,inf
510,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,500,0,0,Nvidia GeForce MX,Windows 10,2.2,inf
511,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.18,inf
512,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,16,2000,256,0,AMD Radeon,Windows 10,2.2,inf
513,Xiaomi,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,16,0,256,0,Nvidia GeForce MX,No OS,1.95,inf
514,Asus,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,2,0,0,32,Intel HD Graphics,Windows 10,1.1,inf
515,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,1.6,4,1000,0,0,Intel UHD Graphics,Windows 10,2.04,inf
516,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,24,0,512,0,Nvidia GeForce GTX,Windows 10,2.24,inf
517,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.04,inf
518,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.0,inf
519,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,Windows 10,3.2,inf
520,HP,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.32,inf
521,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.64,inf
522,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,1.63,inf
523,Dell,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,1000,128,0,AMD Radeon,Linux,2.8,inf
524,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,2.02,inf
525,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,inf
526,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,2000,0,0,Nvidia GeForce MX,No OS,2.2,inf
527,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,AMD Radeon,Windows 10,2.3,inf
528,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.9,inf
529,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.42,inf
530,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,500,0,0,Intel HD Graphics,Windows 10,2.0,inf
531,Asus,Notebook,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.7,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.0,inf
532,Mediacom,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Processor,1.1,4,0,32,0,Intel HD Graphics,Windows 10,1.2,inf
533,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.3,inf
534,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce MX,Windows 10,1.93,inf
535,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,AMD Radeon,Windows 10,2.2,inf
536,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Pentium Quad,1.6,4,0,256,0,Intel HD Graphics,Windows 10,1.86,inf
537,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,12,1000,0,0,Nvidia GeForce GTX,Windows 10,2.62,inf
538,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,1.87,inf
539,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.2,inf
540,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,1.6,inf
541,HP,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.34,inf
542,Acer,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Linux,2.4,inf
543,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD E-Series,1.8,4,500,0,0,AMD Radeon,Windows 10,2.0,inf
544,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,2.1,inf
545,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.87,inf
546,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,1000,0,0,Intel HD Graphics,No OS,2.15,inf
547,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.86,inf
548,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.99,inf
549,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.2,inf
550,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.9,inf
551,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,inf
552,HP,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,8,1000,0,0,Intel HD Graphics,Windows 10,2.65,inf
553,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.63,inf
554,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,500,0,0,Intel HD Graphics,Linux,2.0,inf
555,Mediacom,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Atom,1.44,4,0,0,32,Intel HD Graphics,Windows 10,1.35,inf
556,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i7,2.7,6,1000,128,0,Nvidia GeForce MX,Windows 10,2.8,inf
557,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,2.5,6,0,128,0,AMD Radeon,Windows 10,1.91,inf
558,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.18,inf
559,Acer,2 in 1 Convertible,11.6,1920x1080,1920,1080,1,0,0,1,1,Intel Celeron Dual,2.0,4,0,0,32,Intel HD Graphics,Windows 10,1.25,inf
560,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.7,4,0,128,0,Intel HD Graphics,Windows 10,2.05,inf
561,HP,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,1,1,Intel Core M,1.2,16,0,512,0,Intel HD Graphics,Windows 10,1.16,inf
562,Lenovo,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,3.4,inf
563,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,inf
564,Dell,Ultrabook,13.3,3840x2160,3840,2160,0,0,1,1,1,Intel Core i5,1.6,8,0,128,0,Intel UHD Graphics,Windows 10,1.21,inf
565,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,4,500,0,0,Intel HD Graphics,Windows 10,1.93,inf
566,Fujitsu,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.2,inf
567,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Pentium Quad,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.2,inf
568,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.02,inf
569,HP,Workstation,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.8,8,500,0,0,Nvidia Quadro,Windows 10,3.14,inf
570,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,8,2000,0,0,Intel HD Graphics,Windows 10,1.94,inf
571,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,3.0,6,0,256,0,AMD Radeon,Windows 10,1.95,inf
572,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.3,inf
573,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.05,inf
574,Mediacom,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,4,0,32,0,Intel HD Graphics,Windows 10,1.4,inf
575,Toshiba,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.24,inf
576,Lenovo,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,32,1000,256,0,Nvidia GeForce GTX,Windows 10,4.6,inf
577,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,16,1000,512,0,Nvidia GeForce GTX,Windows 10,4.14,inf
578,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,AMD Radeon,Linux,2.2,inf
579,Mediacom,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Processor,1.1,4,0,32,0,Intel HD Graphics,Windows 10,1.45,inf
580,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,8,500,0,0,Intel HD Graphics,Windows 10,1.9,inf
581,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,1.49,inf
582,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Nvidia GeForce MX,Windows 10,1.93,inf
583,Dell,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.26,inf
584,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.5,inf
585,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.78,inf
586,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,12,0,256,0,Intel HD Graphics,Windows 10,1.4,inf
587,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i7,1.8,12,1000,0,0,Intel HD Graphics,Windows 10,2.2,inf
588,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.73,inf
589,Asus,2 in 1 Convertible,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.2,inf
590,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.6,12,0,512,0,AMD Radeon,Windows 10,2.2,inf
591,Dell,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Core M,1.0,4,0,128,0,Intel HD Graphics,Windows 10,1.39,inf
592,Samsung,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,inf
593,Lenovo,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,No OS,2.8,inf
594,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,8,1000,0,0,Intel HD Graphics,Windows 10,2.29,inf
595,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.37,inf
596,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.7,inf
597,Dell,2 in 1 Convertible,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.34,inf
598,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,2.06,inf
599,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.84,inf
600,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,2.1,inf
601,Acer,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Processor,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.6,inf
602,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.14,inf
603,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Linux,2.18,inf
604,MSI,Gaming,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.8,16,2000,256,0,Nvidia GeForce GTX,Windows 10,1.8,inf
605,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.2,inf
606,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,6,1000,0,0,Intel HD Graphics,Windows 10,2.4,inf
607,Lenovo,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Windows 10,2.0,inf
608,Acer,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,0,0,128,Intel HD Graphics,Windows 10,1.6,inf
609,Lenovo,Notebook,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Processor,3.1,32,0,1000,0,Nvidia Quadro,Windows 10,2.5,inf
610,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,0,0,Nvidia GeForce GTX,Windows 10,2.59,inf
611,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Linux,2.18,inf
612,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Linux,2.25,inf
613,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,4,500,0,0,Intel HD Graphics,Linux,1.93,inf
614,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.0,inf
615,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,AMD Radeon,Linux,2.18,inf
616,HP,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.84,inf
617,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.94,inf
618,Acer,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,1,1,Intel Processor,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.25,inf
619,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,2.31,inf
620,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.65,inf
621,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,4,1000,0,0,AMD Radeon,Windows 10,2.2,inf
622,Fujitsu,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.2,inf
623,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 7,1.88,inf
624,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,inf
625,Mediacom,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,2,0,0,32,Intel HD Graphics,Windows 10,1.4,inf
626,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,No OS,2.2,inf
627,Asus,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,6,1000,0,0,Intel HD Graphics,Windows 10,1.5,inf
628,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.0,inf
629,Asus,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.1,inf
630,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.62,inf
631,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,4,0,256,0,Intel UHD Graphics,Windows 10,1.8,inf
632,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,inf
633,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,8,1000,0,0,Intel HD Graphics,Windows 10,2.0,inf
634,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Windows 10,1.99,inf
635,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.23,inf
636,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,32,Intel HD Graphics,Windows 10,1.42,inf
637,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.37,inf
638,Dell,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.8,16,0,1000,0,Nvidia GeForce GTX,Windows 10,2.06,inf
639,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,inf
640,HP,Notebook,17.0,1600x900,1600,900,1,0,0,0,0,AMD A-Series,3.0,8,1000,0,0,AMD Radeon,Windows 10,2.6,inf
641,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.14,inf
642,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,No OS,2.5,inf
643,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.4,inf
644,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Windows 10,1.43,inf
645,Acer,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.8,inf
646,Razer,Gaming,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Nvidia GeForce GTX,Windows 10,1.95,inf
647,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.2,inf
648,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.36,inf
649,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,32,0,512,0,Nvidia GeForce GTX,Windows 10,3.8,inf
650,Acer,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Linux,2.4,inf
651,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.2,inf
652,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
653,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,No OS,1.86,inf
654,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,500,0,0,Intel HD Graphics,Windows 10,2.0,inf
655,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,AMD Radeon,Windows 10,2.2,inf
656,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,16,2000,256,0,AMD Radeon,Windows 10,2.2,inf
657,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.31,inf
658,Dell,Gaming,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,32,1000,512,0,Nvidia GeForce GTX,Windows 10,4.42,inf
659,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.56,inf
660,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.2,inf
661,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.2,inf
662,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,6,1000,0,0,AMD Radeon,Windows 10,2.04,inf
663,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,inf
664,Toshiba,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.1,4,0,128,0,Intel HD Graphics,Windows 10,2.1,inf
665,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.06,inf
666,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,AMD Radeon,Windows 10,2.1,inf
667,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.0,inf
668,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Linux,2.1,inf
669,Microsoft,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core i7,2.8,8,0,256,0,Intel Iris,Windows 10 S,1.252,inf
670,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,AMD Radeon,Windows 10,1.9,inf
671,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.3,inf
672,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD E-Series,2.2,4,0,128,0,AMD Radeon,Windows 10,2.2,inf
673,HP,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i3,2.4,4,0,128,0,Nvidia GeForce MX,Windows 10,1.63,inf
674,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.4,inf
675,Asus,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.1,inf
676,HP,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.1,8,0,0,64,Intel HD Graphics,Chrome OS,1.4,inf
677,LG,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,512,0,Intel HD Graphics,Windows 10,1.09,inf
